name,line1,city,zip,country,regon,pesel,nip,nip_czysty,invoice_currency,freight_currency,payment_term,phone1,phone2,fax,"email",www,invoice_language
"TRANSPORT SERVICE GMBH","Gewerbepark Gaerberbach 11",Innsbruck,6020,AT,,,U58822714,58822714,EUR,EUR,45,,,,,,PL
"SOLOTRA HERMANN  SAS 2","45 Rue Jacques Mugnier",Mulhouse,68200,FR,,,35307788703,35307788703,EUR,EUR,45,,,,,,PL
"KANNEGIESSER SPEDITION GMBH - Speditionslager","Hans-Boeckler-Str. 12",Minden,32423,DE,,,251722978,251722978,EUR,EUR,45,,,,krawczyk@kannegiesser-spedition.de,,PL
"ASC WORKERS Dariusz Kłapiński","Piłsudskiego 31 C",Świebodzice,58-160,PL,,,8841835799,8841835799,EUR,EUR,55,,,,ascspedition@gmail.com,,PL
"KOCH TRANSPORTE S.A.R.L.","7, Grand Rue",Wasserbillig,6630,LU,,,18406008,18406008,EUR,EUR,45,,,,mueller@koch-transporte.eu,,PL
"AS TRANSPORT GMBH","Boeler str. 79",Hagen,58097,DE,,,252377939,252377939,PLN,EUR,30,,,,,,PL
"SPEDITION CONTOP GMBH","Metzgerstr. 54",Salzburg-Bergheim,5020,AT,,,U39010002,39010002,EUR,EUR,45,,,,,,PL
"TRANSPORT JACEK DOBOSZ","Letnisko Nowy Jadów, ul. Polna 50",Jadów,05-281,PL,,,8241536692,8241536692,EUR,EUR,45,,,,,,PL
"GROTEX SP. Z O.O.","Wieniawskiego 18",Chorzów,41-506,PL,,,6272709129,6272709129,EUR,EUR,45,,,,,,PL
"INTRADE Sp.z o.o.","Malachowskiego 19E",Legionowo,05-120,PL,,,5262374394,5262374394,EUR,EUR,45,,,,m.knap@intrade.com.pl,,PL
"ETL GMBH European Transport & Logistic","Zur Eisenkaute 30",Burbach,57299,DE,,,262321463,262321463,EUR,EUR,45,,,,,,PL
"Usługi Transportowe MARCIN SOSNOWSKI","Abrahama 3 nr lok. 4",Władysławowo,84-120,PL,,,5871316192,5871316192,EUR,EUR,45,,,,utms@op.pl,,PL
"SCHWERDTFEGER TRANSPORT KARLSRUHE GMBH","Im Katzentach 5",Ettlingen,76275,DE,,,284745928,284745928,EUR,EUR,45,,,,,,PL
"SPEDITION FUCHS","Prinzess-Luise-Str. 165","Muelheim (Ruhr)",45479,DE,,,235415977,235415977,EUR,EUR,30,,,,,,PL
"MB TRANSPORTVERMITTLUNG                                                                                 Mike Bartel","Wittelsbacherhoehe 69",Straubing,94315,DE,,,ST-NR162/202/60821,16220260821,EUR,EUR,45,,,,katjaprinzewski@gmail.com,,PL
"Przedsiębiorstwo Wielobranżowe Usługi Transportowe ""MARGO"" Mariusz Wowczuk","3-go Lutego 38A/7",Słońsk,66-436,PL,,,5992039194,5992039194,EUR,EUR,60,,604287789,,pucka927@interia.pl,,PL
"GEIS TRANSPORT UND LOGISTIK GMBH","Ipsheimer Str. 19",Nurnberg,90431,DE,,,289219928,289219928,EUR,EUR,45,,,,Bernd.Bergmann@geis-group.de,,PL
"HOEVERS INTERNATIONAAL TRANSPORTBEDRIJF BV","P.O. Box 2080",Arnhem,6802,NL,,,005920814B01,592081401,EUR,EUR,45,,,,digital.invoicing@hoeversgroep.nl,,PL
"P.H.U. M&M TRANS Monika Stasiak","Kacice 66",Pułtusk,06-100,PL,,,5681600197,5681600197,EUR,EUR,45,,,,mm.trans2013@gmail.com,,PL
"COR SCHOUTEN INTERNATIONAAL TRANSPORT","Gr. Lodewijkstraat 22",Nieuwerbrug,"2415 AR",NL,,,853287648B01,85328764801,EUR,EUR,45,,,,administratie@corschouten.com,,PL
"KUEHLING TRANSPORTE GmbH & Co.KG","Schermcker Strasse 45",Oschersleben,39387,DE,,,139376333,139376333,EUR,EUR,45,,,,buchhaltung@kuehling-transporte.de,,PL
"PB LOGISTICS GmbH",Welserstr.8,Koeln,51149,DE,,,264984056,264984056,EUR,EUR,45,,,,dispo@pb-logistics.de,,PL
"RS LOGISTIK GmbH","Appener Str.21",Appen,25482,DE,,,211879678,211879678,EUR,EUR,45,,,,dreier@rslogistik.de,,PL
"EUROPEAN CONTRACT LOGISTICS - AUSTRIA GMBH","Magazinstrasse 18",Wels,4600,AT,,,U45726102,45726102,EUR,EUR,45,,,,"harald.krottenmueller@ec-logistics.net,",,PL
"ENGLMAYER SLOVAKIA S.R.O.","Stavitelska 7",Bratislava,83104,SK,,,2022257083,2022257083,EUR,EUR,45,,,,,,PL
"EUTREX B.V.","Ruysstraat 80","5921 VR Venlo",5921,NL,,,819499286B01,81949928601,EUR,EUR,45,,,,adm@eutrex.nl,,PL
"TLC VENLO B.V.","Newtonweg 23","5928 PN Venlo",5928,NL,,,853658158B01,85365815801,EUR,EUR,45,,,,fhuberts@tlc-venlo.nl,,PL
"DELOG DELSING LOGISTIK - SPEDITION","Hoeschstrasse 10",Dorsten,46284,DE,,,814857613,814857613,EUR,EUR,45,,,,,,PL
"PGG GMBH","Am Flughafen 12a","Memmingerberg/ Airport",87766,DE,,,282667085,282667085,EUR,EUR,45,,,,claudia.stoltz@pgg-gmbh.com,,PL
"FGS - TRANSPORT","Dorfstr. 8",Laussig,4838,DE,,,256648084,256648084,EUR,EUR,45,,,,,,PL
"MAGNUM TRANS LOGISZTIKA KFT","Petofi Sandor u.98",Orkeny,2377,HU,,,23597121,23597121,EUR,EUR,60,,,,,,PL
"EU-LOGISTIK GMBH","Lilienthalstr. 7a",Kassel,34123,DE,,,814150148,814150148,EUR,EUR,35,,,,"euexpress@eu-log.com ; cmr@eu-logistik.pl",,PL
LoBode-Eurotrans,Moerikestr.3,Oelde,59302,DE,,,813918525,813918525,EUR,EUR,60,,,,,,PL
"CHRIKO S.A.R.L.","7, Zone Industrielle Bombicht",Niederanven,6947,LU,,,25348008,25348008,EUR,EUR,45,,,,,,PL
"DISCHNER SPEDITIONS- UND HANDELSGESELLSCHAFT MBH","Pinzinger Str. 1",Weiding,93495,DE,,,811339678,811339678,EUR,EUR,45,,,,,,PL
"M 2 L MAGDALENA LEKS","Parkowa 4 lok. 82",Zawiercie,42-400,PL,,,5771934855,5771934855,EUR,EUR,45,,,,m2ltrans@gmail.com,,PL
"SPEDITION OTTE GMBH & CO. KG","Drusedau Nr. 72",Bretsch,39606,DE,,,813970177,813970177,EUR,EUR,45,,,,,,PL
"TRANS TELL GMBH Direktfahrten & Termintransporte","Seewenweg 5","Reinach / Basel",4153,CH,,,367340,367340,EUR,EUR,45,,,,buchhaltung@trans-tell.com,,PL
"FLORIAN EICHINGER GMBH","An der Lande 10",Muhlhausen/Opf.,92360,DE,,,133515351,133515351,EUR,EUR,45,,,,,,PL
"INTER-STEF ŁUKASZ STEFANIAK",0139-08-15,Sochaczew,96-500,PL,,,8371611305,8371611305,EUR,EUR,45,,,,biuro@interstef.pl,,PL
"RHENUS HOME DELIVERY GMBH","Industriestrasse 12-14",Hoppegarten,15366,DE,,,136697556,136697556,EUR,EUR,45,,,,,,PL
"Internationale Container Transport GMBH","Dieselstrasse 4",Dornstadt,89160,DE,,,120680511,120680511,EUR,EUR,45,,,,wojcik@ict-germany.de,,PL
"Uniq Logistic S.J. Płuska, Skonka","Dąbrowskiego 225/243",Łódź,93-231,PL,,,9820351795,9820351795,EUR,EUR,45,,,,,,PL
"CLARTYS LOGISTICS","12 rue des Etoupieres","Le Havre",76600,FR,,,57510535750,57510535750,EUR,EUR,45,,,,,,PL
"EMONS Spedition GmbH","Peutestrasse 78",Hamburg,20539,DE,,,123053215,123053215,EUR,EUR,45,,,,heiko.krauel@emons.com,,PL
"SPEDITION WEISSHAUPT GMBH & CO. KG","Zitterhofstrasse 30",Albstadt,72461,DE,,,257062479,257062479,EUR,EUR,45,,,,rweisshaupt@spedition-weisshaupt.de,,PL
"WAHL GMBH & CO Spedition und Logistik","Gildemeisterstr. 150",Bielefeld,33689,DE,,,126940285,126940285,EUR,EUR,45,,,,,,PL
"SCANTRUCKING SUED",Dornierstr.6,Ludwigsburg,71634,DE,,,815198614,815198614,EUR,EUR,40,,,,,,PL
"HTL PETER MESSNER GMBH","Ferdinand-Porsche-Str. 6",Murr,71711,DE,,,146148715,146148715,EUR,EUR,45,,,,,,PL
"INH. MEHTI TOPKAN","Bad Gasse 5/2",Wien,1140,AT,,,U61871816,61871816,EUR,EUR,30,,,,Intercont@gmx.net,,PL
"FSL GMBH","Max-Eyth-Str. 35",Holzgerlingen,71088,DE,,,259260921,259260921,EUR,EUR,30,,,,,,PL
"ISG DIRECTTRANS GMBH & CO.KG","Daimlerstr. 22",Malsch,76316,DE,,,276875239,276875239,EUR,EUR,45,,,,info@isg-directtrans.de,,PL
"GGL GMBH & CO.KG Grothe & Gemmeke","Groppendiek 5","Bad Driburg",33014,DE,,,248293829,248293829,EUR,EUR,45,,,,,,PL
"KLAUS SCHMITZ KG Internationale Spedition","Eickeler Bruch 60",Herne,44651,DE,,,289775837,289775837,EUR,EUR,45,,,,,,PL
"DRAEGER & KOCH TRANSPORT GMBH","Kopernikusstr. 26",Langenhagen,30853,DE,,,182835618,182835618,EUR,EUR,45,,,,,,PL
"AM SPED GROUP SP. Z O.O.","Polna 7 A",Kwidzyn,82-500,PL,,,5811957616,5811957616,EUR,EUR,45,,,,,,PL
"DHL FREIGHT GMBH  Niederlassung Singen","Am Gueterbahnhof 9",Singen,78224,DE,,,811152493,811152493,EUR,EUR,45,,,,klaus.hertenstein@dhl.com,,PL
"FRISCHDIENST TRANSPORTE MUELLER GMBH","Daimlerstrasse 8",Untermeitingen,86836,DE,,,267726618,267726618,EUR,EUR,45,,,,info@frischdienst-transporte.de,,PL
"ROBA LOGISTIK RAUBLING GMBH","Rosenheimer Strasse 47","Raubling Redenfelden",83064,DE,,,260985127,260985127,EUR,EUR,45,,,,,,PL
HEINZ-MASCHINENTRANSPORTE,"Sudetenstr. 32",Lettgenbrunn,63637,DE,,,112436439,112436439,EUR,EUR,45,,,,heinz-transporte@gmx.de,,PL
"BAECHTRANS Internationale Transporte GmbH","Im Sulzfeld 22",Stuehlingen,79780,DE,,,182311880,182311880,EUR,EUR,45,,,,,,PL
"JACOBS LOGISTICS NV","Heersterveldweg 5",Tongeren,3700,BE,,,466574849,466574849,EUR,EUR,45,,,,,,PL
"KUHNE + NAGEL (AG & Co.) KG","Koperstr. 2",Nurnberg,90451,DE,,,812773878,812773878,EUR,EUR,45,,,,,,PL
"TEXTRA KATARZYNA SZCZUR","Romana Maya 1",Poznań,61-371,PL,,,9271264767,9271264767,EUR,EUR,45,,,,,,PL
"CHRISTMANN LOGISTICS S.R.O.","Medved'ov 203",Medved'ov,93007,SK,,,2023318055,2023318055,EUR,EUR,45,,,,,,PL
"SIEGFRIED JUNG SPEDITION GMBH","Hauptstrasse 2a",Reken,48734,DE,,,240410350,240410350,EUR,EUR,45,,,,,,PL
"BM SPEDITION & LOGISTIK GmbH","Speicherstr. 100",Dortmund,44147,DE,,,256795061,256795061,EUR,EUR,45,,,,,,PL
"VEXO SPEDITION GMBH","Commerz Park West 1",Pasching,4061,AT,,,U68155809,68155809,EUR,EUR,45,,,,,,PL
"SPEDITION BENK GMBH","Viktoriastrasse 56",Gaggenau,76571,DE,,,144021172,144021172,EUR,EUR,45,,,,,,PL
"LAMPE SPEZIALTRANSPORTE GMBH & CO. KG","ROMBERGSTRASSE 11",Dinklage,49419,DE,,,265799187,265799187,PLN,EUR,45,,,,,,PL
"EUROPEAN CONTRACT LOGISTICS - AUSTRIA GMBH","Taborstrasse 95",Wien,1200,AT,,,U45726102,45726102,EUR,EUR,45,,,,melanie.hartmann@ec-logistics.net,,PL
"Kraftverkehr Willi Kempers","Broicher Strasse 3",Moenchengladbach,41179,DE,,,174647052,174647052,EUR,EUR,45,,,,,,PL
"INTERNATIONALE SPEDITION SCHNECKENREITHER GESELLSCHAFT M.B.H.","HANDELSZENTRUM 18",BERGHEIM,5101,AT,,,U22536307,22536307,EUR,EUR,45,,,,,,PL
"SKS GMBH                                                                                                 Schroeder-Kiessling-Spedition",Grubenstr.1,Mogendorf,56424,DE,,,157835970,157835970,EUR,EUR,45,,,,annette.kiessling@sks-spedition.de,,PL
"SCHENKER D.D.","Brnciceva 51",Ljubljana,1231,SI,,,41852028,41852028,EUR,EUR,45,,,,,,PL
"DEUGRO (CZ) S.R.O.","Turkova 2319/5B",Prague,14900,CZ,,,27446948,27446948,EUR,EUR,45,,,,Jakub.Franta@deugro.com,,PL
"SPRL GARSOU-ANGENOT","Rue Abot 5 - Z.I. Les Plenesses","Thimister - Clermont",4890,BE,,,402335214,402335214,EUR,EUR,30,,,,,,PL
"GRT WITTWER TRANSPORT GMBH","In der Enz 3",Eschenlohe,82438,DE,,,186879269,186879269,EUR,EUR,45,,,,mario.langella@spedition-wittwer.de,,PL
"STRAUSS & CO. Speditions- u.Logistik-Service GmbH","Flurstrasse 8",Adelsried,86477,DE,,,122627564,122627564,EUR,EUR,45,,,,,,PL
"Fritz Sünkler GmbH utokrane - Schwertransporte","Töpfergrube 16",Kiel,24113,DE,,,135079936,135079936,EUR,EUR,45,,,,schwertansporte@suenkler.de,,PL
"JERCEG D.O.O.","Vojkovo nabrezje, 30/a",Koper,6000,SI,,,49526375,49526375,EUR,EUR,45,,,,,,PL
"NATALIA NESTOROWICZ","Boryszyn 2",Lubrza,66-218,PL,,,9271840797,9271840797,EUR,EUR,45,,,,nnestorowicz@wp.pl,,PL
"INTERFREIGHT ANTWERP NV","Noorderlaan 157 - Haven 190",Antwerpen,2030,BE,,,442022070,442022070,EUR,EUR,45,,,,mw@interfreight.be,,PL
"VALKEXPRESSE LOGISTICS B.V.","Lange Voren 7",Valkenswaard,"5555 XN",NL,,,008566392B01,856639201,EUR,EUR,45,,,,n.berndsen@valkexpresse.nl,,PL
"Dekker Transport Vroomshoop","Afrikalaan 9",Vroomshoop,"7681 ND",NL,,,005016356B01,501635601,EUR,EUR,45,,,,,,PL
"Paletten-Vertrieb Reichert GmbH","In der Lach 10",Kleinblittersdorf-Hanweiler,66271,DE,,,266093615,266093615,EUR,EUR,45,,,,,,PL
"SCHENKER NV, EUPEN PU","Siebeponisweg 12",Eupen,4700,BE,,,406315776,406315776,EUR,EUR,45,,,,Angela.Dressen-Schuemmer@dbschenker.com,,PL
"ZEUS Spedition und Logistik GmbH","Franziusstrasse 150",Dortmund,44147,DE,,,815323983,815323983,EUR,EUR,45,,,,,,PL
"GO! EXPRESS & LOGISTICS GMBH","Nurnberger Strasse 131 a",Wurzburg,97076,DE,,,133544916,133544916,EUR,EUR,45,,,,michael.lang@general-overnight.com,,PL
"LKT & THIELE EUROPE LOGISTICS","Bei den Froschackern 2a/GVZ",Erfurt,99098,DE,,,813976318,813976318,EUR,EUR,45,,,,,,PL
"SCHAUFELBERGER - ESPEY LOGISTIK GMBH","INDUSTRIESTRASSE 26",BOTTROP,46240,DE,,,270531090,270531090,EUR,EUR,45,,,,nr@schaufelberger-espey.eu,,PL
"EP-EUROLOGISTIK GmbH & Co. KG","Am Rhein - Herne - Kanal 1-4",Bottrop,46242,DE,,,814969061,814969061,EUR,EUR,45,,,,,,PL
"SCHWERDTFEGER TRANSPORT FRIEDRICHSHAFEN GMBH","Mooswiesen 12",Ravensburg,88214,DE,,,282049354,282049354,EUR,EUR,45,,,,,,PL
"MONIG GMBH & CO. KG","Freienohler Str.101",Meschede,59872,DE,,,125916336,125916336,EUR,EUR,45,,,,severin@moenig.com,,PL
"RoTra GmbH","Industriestr. 24-26",Waldbrol,51545,DE,,,285024487,285024487,EUR,EUR,30,,,,,,PL
"ENKLER LOGISTIK GMBH","Im Langental 15",Neunkirchen,66539,DE,,,232590317,232590317,EUR,EUR,45,,,,,,PL
"FULDAER SPEDITIONS GESSELLSCHAFT Hofman & Brenner GmbH & Co. KG","Werner-von-Siemens-Str. 17",Fulda,36041,DE,,,112410406,112410406,EUR,EUR,30,,,,fibu@fuldasped.de,,PL
"GONDAR TRANSPORT KFT.","Csillag ut 26",Mosonmagyarovar,9200,HU,,,13995119,13995119,EUR,EUR,45,,,,,,PL
"OSNA-TRANS GMBH & CO. KG                                                                               Osteuropa-Disposition",Averdiekstr.6,Osnabrueck,49078,DE,,,257274318,257274318,EUR,EUR,45,,,,,,PL
"N.B.K. EUROPE B.V.","Edisonstraat 92","NC Numansdorp",3281,NL,,,820751650B01,82075165001,EUR,EUR,45,,,,,,PL
"KCE KELLNER CARGO EUROPE","Maximilian Strasse 1",Kerpen,50169,DE,,,259475117,259475117,EUR,EUR,45,,,,ines@kellnercargo.de,,PL
"V.L.H. GMBH","Milchstrasse 10",Isernhagen,30916,DE,,,259810633,259810633,EUR,EUR,45,,,,,,PL
"MULTICARGO GMBH","Am Eifeltor 26",Koeln,50997,DE,,,815273290,815273290,EUR,EUR,45,,,,,,PL
"VORTEX LOGISTICS","Sprengenweg 1","BZ Nijmegen",6541,NL,,,823183993B01,82318399301,EUR,EUR,45,,,,credit@dkl.nl,,PL
"INGRID MARKUS SPEDITION","Siemensstr. 15",Beelen,48361,DE,,,243852997,243852997,EUR,EUR,45,,,,ingrid.markus@markus-spedition.de,,PL
"H. SCHOMAKER GMBH & CO.KG","Schuetzenstr. 1",Lahn,49757,DE,,,193354689,193354689,EUR,EUR,45,,,,hs@h-schomaker.de,,PL
"SPEDITION MATHILDE LANG Inhaber Martin Lang","Wolfgang-Drossbach-Str. 4",Hirschau,92242,DE,,,213540386,213540386,EUR,EUR,45,,,,ML-Spedition@t-online.de,,PL
"12LOGISTICS GMBH","Donaustaufer Str. 150",Regensburg,93059,DE,,,292824056,292824056,EUR,EUR,45,,,,anfrage@12logistics.de,,PL
"SPEDITION KUBELA","Gottfried-Kappen-Weg 7",Bottrop,46244,DE,,,216498140,216498140,EUR,EUR,45,,,,,,PL
"GONDRAND INTERNATIONAL AG","Industriestrasse 10",Glattbrugg,8152,CH,,,125487,125487,EUR,EUR,45,,,,,,PL
"HUCK FINN UMZUEGE","Bertuchstrasse 10a",Weimar,99423,DE,,,161166789,161166789,EUR,EUR,45,,,,info@huckfinn-umzug.de,,PL
"GIEHL TRANSPORTE","Stadtgraben Nord 15",Pleystein,92714,DE,,,201949257,201949257,EUR,EUR,45,,,,"buchhaltung@giehl-transporte-pleystein.de, sandra.bock@giehl-transporte-pleystein.de",,PL
"MESSINGSCHLAGER TRANSPORT GMBH","Muehlfeld 27",Hirschaid-Erlach,96114,DE,,,253756788,253756788,EUR,EUR,45,,,,,,PL
"KUEHNE + NAGEL (AG & Co)KG Zweigniederlassung Wuerzburg","Ohmstrasse 4",Wuerzburg,97076,DE,,,812773878,812773878,EUR,EUR,45,,,,,,PL
"TRUCKING K.S.","Wantsnijderplaats 11",NAALDWIJK,"2671 HW",NL,,,179560323B01,17956032301,EUR,EUR,45,,,,fred@truckingks.nl,,PL
"SCAN GLOBAL LOGISTICS A/S","Kirstinehoj 7",Kastrup,2770,DK,,,30585739,30585739,EUR,EUR,45,,,,maheninvoice.dk@scangl.com,,PL
"MW 1 Logistikzentrum GmbH Full Service Logistik Dienstleister","Gewerbepark Kachtenhausen 1 - 10",Lage,32791,DE,,,814364416,814364416,EUR,EUR,45,,,,,,PL
"CRAISS LOGISTYKA SP. Z O.O.","Gnieznienska 26/28","Kobylnica-Janikowo k/Poznania",62-006,PL,,,7772319981,7772319981,EUR,EUR,45,,,,,,PL
"GREENPOL Instytut Kształtowania Środowiska  Sp. z o.o.","Fabryczna 17","Zielona Góra",65-410,PL,,,9290100334,9290100334,PLN,PLN,45,,,,i.smolewska@greenpol.pl,,PL
"SCHUTZ SPEDITION GMBH","Muhlenfeld 26-28",Langenhagen,30853,DE,,,115828049,115828049,EUR,EUR,45,,,,,,PL
"J.H.OENEMA INTERNATIONAL B.V.","Venus 3",Heerenveen,"8448 CE",NL,,,009061083B02,906108302,EUR,EUR,45,,,,boekhoud@oenema.nl,,PL
"SCHETTLER GMBH","Hofer Strasse 39","Chemnitz OT Mittelbach",9224,DE,,,140856077,140856077,EUR,EUR,45,,,,dirk.schettler@the-transporters.de,,PL
"SMART LOGISTICS, S.R.O.","Fucikova 456",Sladkovicovo,92521,SK,,,2022232278,2022232278,EUR,EUR,45,,,,,,PL
"MORAWA BERCHTOLD TRANSPORTE GMBH","Valiergasse 15",Innsbruck,6020,AT,,,U42596302,42596302,EUR,EUR,45,,,,,,PL
"SPEEDLOG GMBH                                                                                                   Internationale Spedition","Obervellmarsche Str.98-100",Vellmar,34246,DE,,,273298237,273298237,EUR,EUR,45,,,,,,PL
"GLOB-SPED AG Internationale Transporte","Solothurnerstrasse 48",Basel,4002,CH,,,107878547,107878547,EUR,EUR,45,,,,,,PL
"SPEDITION KNECHT GMBH","Siemensstr. 4",Rudersberg,73635,DE,,,290982004,290982004,EUR,EUR,45,,,,renate.holzwarth@spedition-knecht.de,,PL
"DACHSER France","Rue Denis Papin - ZI Jean Maleze","Bon Encontre",47240,FR,,,47546650334,47546650334,EUR,EUR,45,,,,,,PL
"MODEMA EXPRESS SPRL","Euregiostrasse 2",Eupen,4700,BE,,,455527737,455527737,EUR,EUR,45,,,,gilbert.lausberg@modema-express.net,,PL
"HORST WALTHER LOGISTIK","Alsenztalstrasse 25","Alsenbruck - Langmeil",67722,DE,,,813761900,813761900,EUR,EUR,45,,,,,,PL
"RUEGGER TRANSPORT AG","Helblingstrasse 8",Rothrist,4852,CH,,,400.3.004.722,4003004722,EUR,EUR,45,,,,,,PL
"PAUL SCHOCKEMOHLE LOGISTICS DESSAU GMBH","Seelmannstr. 24",Dessau,6847,DE,,,139773638,139773638,EUR,EUR,45,,,,,,PL
"ARTHUR WELTER (FRANCE) SAS","Basse de Para",Pierre-Percee,54540,FR,,,42439182254,42439182254,EUR,EUR,45,,,,,,PL
"Krautzig Transporte und Reisen Spedition","Sielower Chaussee 31",Cottbus,3055,DE,,,231521363,231521363,EUR,EUR,45,,,,sped-krautzig@t-online.de,,PL
"GEIS CARGO International Poland Sp. z o.o.","Al. Jana Pawła II 23",Warszawa,00-854,PL,,,5260209892,5260209892,EUR,EUR,45,,,,,,PL
"AUGUST BURK GMBH & CO. KG","Kreuzstr. 13","Dautphetal - Mornshausen",35232,DE,,,111477146,111477146,EUR,EUR,45,,,,,,PL
"RUDI TALKE Spedition & Logistik","Beyrischer Weg  01","Falkenberg / OT Kolsa",4895,DE,,,138968275,138968275,EUR,EUR,45,,,,,,PL
"HARMS TRANSPORT","Hogen Haid 15",Albersdorf,25767,DE,,,282306548,282306548,EUR,EUR,45,,,,,,PL
"JOSTEN LOGISTICS B.V.","Hillenweg 2","PA Horst aan de Maas",5963,NL,,,813202188B01,81320218801,EUR,EUR,45,,,,grtjstn@gmail.com,,PL
"GROSCH TRANSPORT INH. UDO GROSCH","Liebigstrasse 4",Freiburg,79108,DE,,,215983373,215983373,EUR,EUR,45,,,,info@transportgroesch.de,,PL
"AFS - All Freight Systems Speditions GmbH & Co.KG","Europastrasse 4","Zirl / Innsbruck",6170,AT,,,U30978608,30978608,EUR,EUR,45,,,,heidi.cech@afs-austria.at,,PL
"MUEHLHAEUSER TAXI -& TRANSPORTSERVICE","Bahnhofsplatz 6",Muehlhausen,99974,DE,,,240291075,240291075,EUR,EUR,45,,,,,,PL
"MJ TRANS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Borki Paduchy 40",Wiśniew,08-112,PL,,,8212627972,8212627972,EUR,EUR,45,,,,mjtrans.dziewulski@gmail.com,,PL
"DIRECT MAIL LOGISTIK AG","Reinacherstrasse 131",Basel,4018,CH,,,116302542,116302542,EUR,EUR,45,,,,,,PL
"BARDINO GMBH                                                                                                   Internationale Transport GmbH","Gewerbepark Mauer 24",Wallern,4702,AT,,,U47647701,47647701,EUR,EUR,45,,,,herbert@bardino.com,,PL
"MARTAK LOGISTIC S.R.O.","Matejkova 2178",Pelhrimov,39301,CZ,,,26080338,26080338,EUR,EUR,45,,,,,,PL
"RECKERS LOGISTIK GmbH","Marie-Curie-Str. 3",Gronau,48599,DE,,,813651278,813651278,EUR,EUR,45,,,,tanja.jestrabek@reckers.de,,PL
"ASS-KURIERE GMBH","Lise-Meitner-Str. 20",Hanau,63457,DE,,,113566801,113566801,EUR,EUR,45,,,,b.borsutzki@ass-kuriere.com,,PL
"JOH. FRIEDRICH DIRKS B.V.","Zeefbaan 20 F","BN Winschoten",9672,NL,,,808309869B01,80830986901,EUR,EUR,45,,,,CBegrich@dirks-group.de,,PL
"RS LOGISTIK GMBH",Nikolaus-Otto-Strasse,Mayen,56727,DE,,,236267130,236267130,EUR,EUR,45,,,,,,PL
"Firma Transportowo - Handlowa TRANS ZDZICH Zdzisław Kowalczyk","Twarogi 40",Łochów,01-130,PL,,,8241079763,8241079763,EUR,EUR,45,,,,sylwia@dstrans.pl,,PL
"KIESEL OST GMBH","Bahnhofstr. 15",Dresden,1156,DE,,,257592071,257592071,EUR,EUR,45,,,,,,PL
"FTL FICHTNER TRANSPORT LOGISTIK GmbH","Eckersmuehlener Hauptstr. 96",Roth,91154,DE,,,133566159,133566159,EUR,EUR,45,,,,,,PL
"WECK+POLLER SPEDITION GMBH Niederlassung Plauen","Zum Plom 23",NEUENSALZ,8541,DE,,,141415291,141415291,EUR,EUR,45,,,,,,PL
"JOSEF POSCHARNEGG GMBH","Saggau 19","St. Johann im Saggautal",8453,AT,,,U29635801,29635801,EUR,EUR,45,,,,,,PL
"TEAM TRANSPORT AG","Duerrenhuebelstrasse 7",Prateln,4133,CH,,,107735586,107735586,EUR,EUR,45,,,,Info@teamtransport.ch,,PL
"INNTRALOG GMBH","Lise-Meitner-Str. 2",Hilden,40721,DE,,,813145083,813145083,EUR,EUR,45,,,,,,PL
"HS LOGISTIK & HANDEL                                                                                       Nationale & Internationale Spedition - Lagerhaltung","Wellenkampstr. 15",Muenchen,80933,DE,,,250407349,250407349,EUR,EUR,45,,,,hasan.sevimli@hs-logistik-handel.de,,PL
"FUHRBETRIEB THIEME INH.","Kotizer Str. 110",Radebeul,1445,DE,,,140281820,140281820,EUR,EUR,45,,,,Fuhrbetrieb-Thieme@gmx.de,,PL
"WARNDT SPEDITION SCHNEIDER GMBH","Zur Warndtwiese 12",Grossrosseln,66352,DE,,,138381593,138381593,EUR,EUR,45,,,,Warndt-Spedition@t-online.de,,PL
"SPEDITION KLAUS KOHLMEIER","Oberindling 11A",Pocking,94060,DE,,,128392973,128392973,EUR,EUR,45,,,,kohlmeier.sped@t-online.de,,PL
"CONCORD EILLIEFERSERVICE GMBH & CO. KG","Olbrichstr. 21",Weinheim,69469,DE,,,814526073,814526073,EUR,EUR,30,,,,,,PL
"KURIERSERVICE PHILIPP","Nobelstr. 1",Lindau,88131,DE,,,813823626,813823626,EUR,EUR,45,,,,,,PL
"LUENEBURGER TRANSPORT SERVICE","Stoecken 56",Wittingen,29378,DE,,,815307670,815307670,EUR,EUR,45,,,,,,PL
"POENSGEN OHG","Musfeldstrasse 120-122",Duisburg,47053,DE,,,196447511,196447511,EUR,EUR,45,,,,rainerpoensgen@poensgen-logistik.de,,PL
"MTA INTERNATIONALE SPEDITION GMBH","Piechlerstraße 18",Neusäß,86356,DE,,,246110496,246110496,EUR,EUR,45,,,,,,PL
"European Contract Logistics - Austria Gmbh","Turmstrasse 11-17",Linz,4020,AT,,,U45726102,45726102,EUR,EUR,30,,,,,,PL
"PVK LOGISTICS S.R.O.","Kustova 2001",Rakovnik,26901,CZ,,,28456947,28456947,EUR,EUR,45,,,,,,PL
"COMINTEL Piotr Babiak","Bat. Chłopskich 89/1",Dzierżoniów,58-200,PL,,,8821196528,8821196528,EUR,EUR,45,,,,,,PL
"FINDEISEN & CO.OHG","Jahnsbacher Str. 5","Zwoenitz OT Hormersdorf",8297,DE,,,152460504,152460504,EUR,EUR,45,,,,,,PL
